PID,Course ID,Subject Code,Title,Description,Credits,Prerequisites,Corequisites,Recommendations,Notes
rkdMFua74,HLTH401,HLTH,Health Policy and Health Governance,"Reviews historical and contemporary health policy as a context for understanding current health governance practices. The role of legislation, governance and regulation as essential strategies to ensure the health of the population is explicated. The intersection of policy, health law and ethics is explored.",1.5,,,,
rJlVMtuaX4,HLTH351,HLTH,Practice of Evaluation Research,This applied course explores the use of evaluation research within health contexts and settings. Evaluation as a systematic approach to assess effectiveness of health care and health care strategies is examined. Students acquire skills in the effective utilization of existing health evaluation research as well as in the basic design of evaluation frameworks.,1.5,,,,
rJ_MFO6XE,HLTH402,HLTH,Health and Community Supportive Technologies,"Explores technologies that support people to live in their communities; from the general, such as universal design principles for architecture, ageing-friendly communities, and multi-modal transportation to the specific, such as smart home technologies that adapt quickly to changes in function and communications systems for people with very limited use of hands and limbs. Includes a critical review of various types of health technologies and information systems, their effective use and impact.",1.5,,,,
Sk9fKdT7V,HLTH403,HLTH,Community Centred Public Health,"Foundational knowledge relevant to working with communities to advance wellbeing.  Introduction to concepts and theories on community engagement, community development, asset mapping and capacity bridging. Strategies for relationship building, collaboration and advocacy are discussed with a focus on developing cultural humility and critical self-reflection to engage in culturally safe practice.",1.5,,,,
BJXfY_6XE,HLTH321,HLTH,Human Resource and Fiscal Management in Community Health Systems,"Human resource and fiscal management within the context of health systems delivery is the focus of this course. Health services planning including human resource planning, recruitment, determination of skills and competencies; staff development and evaluation, conflict management are explored. The financial context of health service delivery and an introduction to the principles and practices of unit based finance and budgeting are explored. Students examine budget funding requests and justifications within the context of proposal development.",1.5,,,,
rkjGtd674,HLTH404,HLTH,Inter-Professional Practice,"Critically examines the issues inherent in professional practice within health and community services. Also utilizes case studies from other service industries. Explores ethics, communication, team-building, professionalism and other critical factors that facilitate or create barriers to collaboration. Practice examples are used to present benefits and costs of collaboration and develop team-building resources for professional development.",1.5,,,,
SkiGt_T7E,HLTH405,HLTH,Advocacy for Ageing and Disability in Canadian Society,"Students explore the concepts of ageing, disability, caring and activism. Societal and political determinants of well-being and full citizenship are examined along with different strategies of advocacy. Consideration is given to contemporary challenges for individuals, family and communities as they engage in caregiving activities as well as advocacy roles in relation to health and social service agencies and public policy systems and social programs in the Canadian context.",1.5,,,,"Credit will be granted for only one of HLTH 405, AGEI 470, AGEI 471, DSST 442, DSST 443."
HyBGtdamE,HLTH360,HLTH,Health Promotion,"Examination of key concepts and theories in health promotion and health education. Expand understanding of how health is defined according to social determinants of health and wholistic views on wellbeing. Concepts of problem identification, assessment, planning, implementation and evaluation will be explored with guidance to critically examine intervention approaches as they pertain to individuals, groups and populations.",1.5,,,,"Credit will be granted for only one of HLTH 360, HLTH 322."
rJgsMtO67N,HLTH406,HLTH,Indigenous Global Health,"Examines Indigenous health within a global context. Focuses on social, political and ecological determinants of Indigenous health. Explores the roles of globalization and colonization on Indigenous health as well as culturally appropriate models of Indigenous health and community work.",1.5,Complete all of the following Complete all of: HLTH253 - Introduction to Indigenous Health in Canada (1.5) or permission of the department.,,,"Credit will be granted for only one of HLTH 406, INGH 450, INGH 451, INTS 461, PHSP 591 (if taken in the same topic). May be offered as a joint undergraduate and graduate class."
Hk1EKOT7V,HS400A,HS,Directed Experiential Learning in Health and Society: Research,"A capstone course providing the opportunity for students to obtain direct experience in the process of doing health research. This investigation is a culminating examination of a topic selected by the student that fits within one of five health-related focus areas including Aboriginal health, addictions & mental health, aging, disability, and children and youth. Students are responsible for identifying a supervisor and getting approval from the program director.",1.5,Complete all of the following Complete all of: HS200 - Health and Society (1.5) declared General or Minor program in Health and Society.,,,
Hy2MtOpQ4,HLTH430,HLTH,Practicum,Includes a 225 hour practicum at an organization and an accompanying course. All placements must be approved by the practicum coordinator. Practicum provides an opportunity to apply theories and concepts from the program into a workplace setting. Students will also have the opportunity to work with a team in a professional setting.,3.0,Permission of the school.,Concurrently enrolled in: HLTH435 - Culminating Major Paper (3.0),,"Students must have completed all core, area of focus and elective courses before they can proceed to practicum. They must also submit an application to complete their practicum course two full semesters in advance of the start date of their practicum to receive permission by the school to register. HLTH 430 and 435 are only offered in Second Term of Winter Session. Both HLTH 430 and 435 must be passed to be considered complete and if one or both courses are failed, both must be repeated successfully."
