UVIC Course Description,Subject,Course Number,Course Name
HSTR436T - The Records of the History of Middle-earth,HSTR,436T,The Records of the History of Middle-earth
HSTR436W - Medieval Foundations of the Western Legal Tradition,HSTR,436W,Medieval Foundations of the Western Legal Tradition
HSTR440 - Seminar in European History,HSTR,440,Seminar in European History
HSTR442 - Torture and Execution in the Renaissance,HSTR,442,Torture and Execution in the Renaissance
HSTR444 - Early Modern French Cultural History,HSTR,444,Early Modern French Cultural History
"HSTR445A - Scandals in France, 1785-1914",HSTR,445A,"Scandals in France, 1785-1914"
"HSTR445B - Scandals and Political Culture in France, 1870-2000",HSTR,445B,"Scandals and Political Culture in France, 1870-2000"
HSTR450 - The Holocaust,HSTR,450,The Holocaust
HSTR451 - Seminar in Russian and Eastern European History,HSTR,451,Seminar in Russian and Eastern European History
HSTR451A - Twentieth-Century Genocides in Eastern Europe,HSTR,451A,Twentieth-Century Genocides in Eastern Europe
HSTR460 - Seminar in World History,HSTR,460,Seminar in World History
HSTR460A - Punjab and the World,HSTR,460A,Punjab and the World
"HSTR460B - Colonialism, Disease and Medicine since the Nineteenth Century",HSTR,460B,"Colonialism, Disease and Medicine since the Nineteenth Century"
HSTR465 - Seminar in East Asian History,HSTR,465,Seminar in East Asian History
HSTR465A - China in Local and Global History,HSTR,465A,China in Local and Global History
HSTR471 - Seminar in Thematic and Comparative History,HSTR,471,Seminar in Thematic and Comparative History
HSTR471A - LGBT2S+ History,HSTR,471A,LGBT2S+ History
HSTR474 - Colonial Legacies Field School in South Africa,HSTR,474,Colonial Legacies Field School in South Africa
"HSTR476 - Indigenous, Mestizo and Spanish Accounts of the Conquest",HSTR,476,"Indigenous, Mestizo and Spanish Accounts of the Conquest"
HSTR476A - Seminar in Latin America,HSTR,476A,Seminar in Latin America
HSTR477 - Seminar in the History of the Modern Middle East,HSTR,477,Seminar in the History of the Modern Middle East
HSTR477A - A History of the Arab Spring,HSTR,477A,A History of the Arab Spring
HSTR479A - Modern Religion and Empire,HSTR,479A,Modern Religion and Empire
HSTR481 - A Global History of the Chinese Overseas,HSTR,481,A Global History of the Chinese Overseas
HSTR482 - Seminar in Peace and War Studies,HSTR,482,Seminar in Peace and War Studies
HSTR482A - Issues in the History of the Second World War,HSTR,482A,Issues in the History of the Second World War
"HSTR482B - Science, Technology and War",HSTR,482B,"Science, Technology and War"
HSTR484 - The History of Food,HSTR,484,The History of Food
HSTR485 - Seminar in Social and Cultural History,HSTR,485,Seminar in Social and Cultural History
"HSTR485A - Gender, Sexuality and the Body since 1800",HSTR,485A,"Gender, Sexuality and the Body since 1800"
HSTR489 - Seminar in Public History,HSTR,489,Seminar in Public History
HSTR489A - Doing History in a Digital World,HSTR,489A,Doing History in a Digital World
HSTR490 - Directed Reading,HSTR,490,Directed Reading
HSTR496 - Approaches to History,HSTR,496,Approaches to History
HSTR497 - Third-Year Honours Essay,HSTR,497,Third-Year Honours Essay
HSTR499 - Honours Thesis,HSTR,499,Honours Thesis
HDCC200 - Introduction to Human Dimensions of Climate Change,HDCC,200,Introduction to Human Dimensions of Climate Change
HDCC300 - Climate Change for Social Transformation,HDCC,300,Climate Change for Social Transformation
HDCC390 - Special Topics in the Human Dimensions of Climate Change,HDCC,390,Special Topics in the Human Dimensions of Climate Change
HDCC400 - Seminar on Human Dimensions of Climate Change,HDCC,400,Seminar on Human Dimensions of Climate Change
HDCC490 - Experiential Learning,HDCC,490,Experiential Learning
HSD390 - Directed Studies,HSD,390,Directed Studies
HSD460 - Special Topics in Human and Social Development,HSD,460,Special Topics in Human and Social Development
HSD490 - Directed Studies,HSD,490,Directed Studies
HUMA110 - The Humanities in the Contemporary World,HUMA,110,The Humanities in the Contemporary World
HUMA120A - Humanities and the Making of the Intellectual Life,HUMA,120A,Humanities and the Making of the Intellectual Life
HUMA120B - Post-Medieval Humanities and the Making of the Modern Mind,HUMA,120B,Post-Medieval Humanities and the Making of the Modern Mind
HUMA180 - Encountering Humanities Research,HUMA,180,Encountering Humanities Research
HUMA295 - Introductory Topics in Humanities,HUMA,295,Introductory Topics in Humanities
HUMA380 - Becoming a Humanities Researcher,HUMA,380,Becoming a Humanities Researcher
HUMA395 - Intermediate Topics in Humanities,HUMA,395,Intermediate Topics in Humanities
HUMA480 - Sharing Humanities Research,HUMA,480,Sharing Humanities Research
HUMA485 - Justice and Being Human,HUMA,485,Justice and Being Human
HUMA495 - Advanced Topics in Humanities,HUMA,495,Advanced Topics in Humanities
ICDG301 - Indigenous Governance in Canada,ICDG,301,Indigenous Governance in Canada
ICDG302 - Communications in Indigenous Governments and Organizations,ICDG,302,Communications in Indigenous Governments and Organizations
"ICDG303 - Lands, Resources, and Economic Development",ICDG,303,"Lands, Resources, and Economic Development"
ICDG304 - Strategic Planning and Implementation,ICDG,304,Strategic Planning and Implementation
ICDG305 - Indigenous Research and Project Management,ICDG,305,Indigenous Research and Project Management
ICDG306 - Human Resource Management in Indigenous Organizations,ICDG,306,Human Resource Management in Indigenous Organizations
ICDG307 - Managing Change for Effective Social and Community Development,ICDG,307,Managing Change for Effective Social and Community Development
ICDG308 - Financial Management in Indigenous Governments and Organizations,ICDG,308,Financial Management in Indigenous Governments and Organizations
ICDG400 - Leadership in Indigenous Communities and Governments,ICDG,400,Leadership in Indigenous Communities and Governments
ICDG401 - Capstone Project for Indigenous Governments and Organizations,ICDG,401,Capstone Project for Indigenous Governments and Organizations
ICDG402 - Intergovernmental Relations: Working with Others,ICDG,402,Intergovernmental Relations: Working with Others
IED156 - Self-Directed Immersive Language Learning I,IED,156,Self-Directed Immersive Language Learning I
IED157 - Supporting Indigenous Language Learning,IED,157,Supporting Indigenous Language Learning
IED158 - Indigenous Language Mentorship I,IED,158,Indigenous Language Mentorship I
IED159 - Indigenous Language I,IED,159,Indigenous Language I
IED187 - Special Topics in Indigenous Education,IED,187,Special Topics in Indigenous Education
IED190 - Indigenous Math Preparation,IED,190,Indigenous Math Preparation
IED199 - Special Studies in Indigenous Education,IED,199,Special Studies in Indigenous Education
IED250 - Indigenous Language Teaching Preparation Seminar,IED,250,Indigenous Language Teaching Preparation Seminar
IED251 - Indigenous Language Teaching and Learning Practicum,IED,251,Indigenous Language Teaching and Learning Practicum
IED256 - Self-Directed Immersive Language Learning II,IED,256,Self-Directed Immersive Language Learning II
IED258 - Indigenous Language Mentorship II,IED,258,Indigenous Language Mentorship II
IED259 - Indigenous Language II,IED,259,Indigenous Language II
IED287 - Special Topics in Indigenous Education,IED,287,Special Topics in Indigenous Education
IED299 - Special Studies in Indigenous Education,IED,299,Special Studies in Indigenous Education
IED300 - Knowledge Sharing in Community,IED,300,Knowledge Sharing in Community
IED302 - Literacy and Language in Indigenous Elementary Education,IED,302,Literacy and Language in Indigenous Elementary Education
IED303 - Foundations of Indigenous and Canadian Education,IED,303,Foundations of Indigenous and Canadian Education
IED305 - Language Reclamation for Children,IED,305,Language Reclamation for Children
IED306 - Language Reclamation for Adults,IED,306,Language Reclamation for Adults
IED320 - Indigenous Language Learning Methodology,IED,320,Indigenous Language Learning Methodology
IED326 - Resource Development Internship,IED,326,Resource Development Internship
IED328 - Creative and Constructive Language Sharing,IED,328,Creative and Constructive Language Sharing
IED336 - Technology Innovation in Indigenous Education,IED,336,Technology Innovation in Indigenous Education
IED337 - Indigenous Language Administration and Programming,IED,337,Indigenous Language Administration and Programming
IED338 - Language Curriculum Development,IED,338,Language Curriculum Development
IED355 - Finding Paths to Your Language,IED,355,Finding Paths to Your Language
IED356 - Self-Directed Immersive Language Learning III,IED,356,Self-Directed Immersive Language Learning III
IED357 - Language Assessment for Language Reclamation,IED,357,Language Assessment for Language Reclamation
IED358 - Indigenous Language Mentorship III,IED,358,Indigenous Language Mentorship III
IED359 - Indigenous Language III,IED,359,Indigenous Language III
IED360 - Field Experience Seminar,IED,360,Field Experience Seminar
IED361 - Six-Week Practicum,IED,361,Six-Week Practicum
IED371 - The History of Indigenous Education in Canada,IED,371,The History of Indigenous Education in Canada
IED372 - Indigenous Epistemologies,IED,372,Indigenous Epistemologies
IED373 - EL TELNIWT and Indigenous Education,IED,373,EL TELNIWT and Indigenous Education
IED374 - Indigenous Pedagogies,IED,374,Indigenous Pedagogies
IED375 - Understanding Indigenous Language Contexts for Educators,IED,375,Understanding Indigenous Language Contexts for Educators
IED376 - Indigenous Literature for the Classroom,IED,376,Indigenous Literature for the Classroom
"IED377 - Indigenous Voices in Video, Audio, Film",IED,377,"Indigenous Voices in Video, Audio, Film"
IED378 - Educators Working Towards Reconciliation as Allies and Activists,IED,378,Educators Working Towards Reconciliation as Allies and Activists
IED379 - Indigenous Environmental Activism and Education,IED,379,Indigenous Environmental Activism and Education
IED387 - Special Topics in Indigenous Education,IED,387,Special Topics in Indigenous Education
IED399 - Special Studies in Indigenous Education,IED,399,Special Studies in Indigenous Education
IED402 - Instructional Principles of Reading Engagement,IED,402,Instructional Principles of Reading Engagement
IED403 - Curriculum and Instruction in Indigenous-focused Science,IED,403,Curriculum and Instruction in Indigenous-focused Science
IED404 - Curriculum and Instruction in Indigenous-focused Social Studies,IED,404,Curriculum and Instruction in Indigenous-focused Social Studies
IED405 - Curriculum and Instruction in Indigenous-focused Mathematics,IED,405,Curriculum and Instruction in Indigenous-focused Mathematics
IED426 - Resource Development Internship,IED,426,Resource Development Internship
IED428 - Creative and Constructive Language Sharing,IED,428,Creative and Constructive Language Sharing
IED438 - Radical Proficiency Building Strategies,IED,438,Radical Proficiency Building Strategies
IED450 - ILP Individual Capstone Project,IED,450,ILP Individual Capstone Project
IED456 - Self-Directed Immersive Language Learning IV,IED,456,Self-Directed Immersive Language Learning IV
IED458 - Indigenous Language Mentorship IV,IED,458,Indigenous Language Mentorship IV
IED459 - Indigenous Language IV,IED,459,Indigenous Language IV
IED461 - Final Elementary Practicum,IED,461,Final Elementary Practicum
IED473 - CENENITEL TW TOLNEW: Helping each other to learn,IED,473,CENENITEL TW TOLNEW: Helping each other to learn
IED475 - Immersion Language Teaching Methodologies,IED,475,Immersion Language Teaching Methodologies
IED476 - Foundations of Decolonization,IED,476,Foundations of Decolonization
IED486 - Culturally Relevant Arts-Based Pedagogy for Education,IED,486,Culturally Relevant Arts-Based Pedagogy for Education
IED487 - Special Topics in Indigenous Education,IED,487,Special Topics in Indigenous Education
IED490 - Situating Ourselves with Transformative Inquiry and Practice,IED,490,Situating Ourselves with Transformative Inquiry and Practice
IED499 - Professional Development - Indigenous Education,IED,499,Professional Development - Indigenous Education
IGOV381 - Indigenous Leadership and Governance,IGOV,381,Indigenous Leadership and Governance
IGOV382 - Indigenous Resurgence,IGOV,382,Indigenous Resurgence
IGOV384 - Special Topics in Indigenous Governance,IGOV,384,Special Topics in Indigenous Governance
INGH452 - Indigenous Understandings of Healing and Wellness,INGH,452,Indigenous Understandings of Healing and Wellness
INGH453 - Wise Practices in Indigenous Community Health,INGH,453,Wise Practices in Indigenous Community Health
IS100 - Responsibilities and Reciprocity in the Place You Are Now,IS,100,Responsibilities and Reciprocity in the Place You Are Now
IS101 - Indigenous Foundations,IS,101,Indigenous Foundations
IS201 - Introduction to Indigenous Studies,IS,201,Introduction to Indigenous Studies
IS291 - Topics in Indigenous Studies,IS,291,Topics in Indigenous Studies
IS300 - Community-based Cultural Production,IS,300,Community-based Cultural Production
IS301 - Critical Indigenous Theory,IS,301,Critical Indigenous Theory
"IS310D - LE,NONET Preparation Seminar",IS,310D,"LE,NONET Preparation Seminar"
"IS320 - LE,NONET Research Apprenticeship",IS,320,"LE,NONET Research Apprenticeship"
"IS320A - LE,NONET Research Apprenticeship A",IS,320A,"LE,NONET Research Apprenticeship A"
"IS320B - LE,NONET Research Apprenticeship B",IS,320B,"LE,NONET Research Apprenticeship B"
"IS320C - LE,NONET Research Apprenticeship C",IS,320C,"LE,NONET Research Apprenticeship C"
"IS320D - LE,NONET Research Apprenticeship D",IS,320D,"LE,NONET Research Apprenticeship D"
"IS321 - LE,NONET Community Internship",IS,321,"LE,NONET Community Internship"
"IS321A - LE,NONET Community Internship A",IS,321A,"LE,NONET Community Internship A"
"IS321B - LE,NONET Community Internship B",IS,321B,"LE,NONET Community Internship B"
"IS321C - LE,NONET Community Internship C",IS,321C,"LE,NONET Community Internship C"
"IS321D - LE,NONET Community Internship D",IS,321D,"LE,NONET Community Internship D"
"IS350 - Methods, Ethics, Protocols",IS,350,"Methods, Ethics, Protocols"
IS390 - Community-based Research Project,IS,390,Community-based Research Project
